Rating,Location (City),Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Age,Years of Experience,Population,Categorized Job Title,Average Take Home Income,Minimum Take Home Income,Maximum Take Home Income
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,169724.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,154789.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,154789.0,Data Analyst,26810.049999999996,10430.049999999996,42931.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,154789.0,Data Analyst,34386.71799999999,18006.717999999993,50508.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,154789.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,113394.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,113394.0,Data Analyst,26810.049999999996,10430.049999999996,42931.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,113394.0,Data Analyst,34386.71799999999,18006.717999999993,50508.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,113394.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,62256.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,62256.0,Data Analyst,26810.049999999996,10430.049999999996,42931.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,62256.0,Data Analyst,34386.71799999999,18006.717999999993,50508.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,62256.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,58763.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,58763.0,Data Analyst,26810.049999999996,10430.049999999996,42931.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,58763.0,Data Analyst,34386.71799999999,18006.717999999993,50508.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,60000,102000,170,5.0,58763.0,Data Analyst,34080.59,17700.589999999997,50202.33
3.0,Chicago,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100000,166000,6,5.0,2696555.0,Data Scientist,68940.81400000001,43860.814000000006,94020.81400000001
3.4,Washington,Subsidiary or Business Segment,IT Services,Information Technology,55000,99000,25,5.0,670050.0,Data Analyst,18485.874000000003,1325.8740000000034,35447.61400000001
4.1,Herndon,Company - Public,Research & Development,Business Services,67000,117000,53,7.0,976107.3524390244,Data Engineer,37819.08,18377.339999999997,56819.08
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,92000,150000,25,5.0,117090.0,Data Scientist,59859.08,37819.08,81899.08
4.0,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,116000,209000,39,5.0,815201.0,Data Engineer,61322.004,25982.004,93546.324
3.9,San Antonio,Nonprofit Organization,Research & Development,Business Services,38000,82000,74,5.0,1451853.0,Other,15710.757999999994,-1826.9619999999995,32870.757999999994
4.4,Indianapolis,Company - Private,Enterprise Software & Network Solutions,Information Technology,62000,119000,6,7.0,976107.3524390244,Data Engineer,40429.148,18227.407999999996,62089.148
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,86000,143000,25,5.0,117090.0,Data Scientist,54919.08,33197.34,76579.08
3.8,Sunnyvale,Company - Public,Telecommunications Services,Telecommunications,93000,149000,25,5.0,152258.0,Data Scientist,59859.08,38579.08,81139.08
2.2,Dallas,Subsidiary or Business Segment,Advertising & Marketing,Business Services,84000,136000,28,6.0,1288457.0,Data Scientist,52073.07,32211.329999999994,71833.07
2.9,Newton,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60000,123000,-1,2.0,87453.0,Data Scientist,37439.08,12917.339999999997,61379.08
4.1,Portsmouth,Company - Public,Research & Development,Business Services,52000,89000,53,5.0,97840.0,Data Analyst,26962.037999999997,12532.037999999997,41392.038
3.8,Richland,Government,Energy,"Oil, Gas, Energy & Utilities",56000,97000,56,5.0,61929.0,Data Scientist,25787.339999999997,9797.339999999997,41619.08
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,169724.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,154789.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,113394.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,62256.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42602.33,21600.589999999997,63122.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,35331.79,14330.049999999996,55851.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42908.458,21906.717999999993,63428.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,65000,119000,170,5.0,58763.0,Data Engineer,42602.33,21600.589999999997,63122.33
4.7,Salt Lake City,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108000,173000,8,5.0,200478.0,Data Scientist,72421.386,47721.386,96885.70599999999
3.5,Arlington,Company - Private,Computer Hardware & Software,Information Technology,63000,101000,52,5.0,392786.0,Data Engineer,30077.339999999997,15257.339999999997,44659.08
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33328.384,9538.383999999998,56600.124
4.4,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,179000,8,5.0,117090.0,Data Scientist,70119.08,36299.08,103223.4
3.3,San Francisco,Company - Private,Advertising & Marketing,Business Services,127000,202000,13,5.0,815201.0,Data Scientist,62842.004000000015,34342.004,88786.324
3.4,West Palm Beach,Company - Public,Telecommunications Manufacturing,Telecommunications,31000,57000,30,3.0,117286.0,Data Analyst,437.3400000000038,-10780.380000000001,10577.339999999997
4.0,Annapolis Junction,Company - Private,Computer Hardware & Software,Information Technology,60000,127000,19,5.0,976107.3524390244,Data Engineer,38959.08,12917.339999999997,64419.08
4.4,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,75000,143000,6,10.0,976107.3524390244,Data Engineer,50739.08,24617.339999999997,76579.08
3.8,Austin,Company - Private,Computer Hardware & Software,Information Technology,105000,194000,11,5.0,964177.0,Data Engineer,78993.524,45173.524000000005,110897.844
3.5,Washington,Company - Private,Research & Development,Business Services,45000,86000,14,5.0,670050.0,Data Engineer,9515.874000000003,-6474.125999999989,25505.874000000003
3.5,Charlotte,Company - Public,Insurance Carriers,Insurance,95000,154000,4,4.0,879709.0,Data Scientist,63322.666,40902.666,85742.666
2.9,San Jose,Company - Private,Advertising & Marketing,Business Services,80000,148000,23,3.0,983489.0,Data Engineer,26413.569999999992,391.8299999999872,52253.56999999999
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,210606.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33060.522,9270.521999999997,56332.262
3.3,Rochester,Hospital,Health Care Services & Hospitals,Health Care,54000,115000,7,5.0,121465.0,Data Scientist,33328.384,9538.383999999998,56600.124
3.7,Alexandria,Company - Private,IT Services,Information Technology,50000,92000,32,5.0,154706.0,Data Analyst,26778.047999999995,10398.048000000003,43099.788
3.6,Boston,Company - Private,Insurance Carriers,Insurance,67000,135000,170,5.0,654776.0,Other,32184.36400000001,5902.624000000003,58024.36400000001
3.5,Redlands,Company - Private,Computer Hardware & Software,Information Technology,82000,132000,52,5.0,73288.0,Data Scientist,49219.08,30077.339999999997,68219.08
4.7,Ipswich,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,85000,140000,47,5.0,976107.3524390244,Data Scientist,53399.08,32417.339999999997,74299.08
3.9,San Francisco,Company - Private,Internet,Information Technology,138000,224000,14,5.0,815201.0,Data Engineer,74506.324,42702.004,103505.174
3.7,Chicago,Company - Public,Computer Hardware & Software,Information Technology,42000,80000,93,5.0,2696555.0,Data Analyst,13659.074,-1160.9259999999922,28479.074
4.1,Mountain View,Company - Private,Internet,Information Technology,190000,220000,11,5.0,81516.0,Data Engineer,120903.4,110703.4,130982.25
3.1,Owensboro,Company - Private,Consumer Products Manufacturing,Manufacturing,68000,139000,146,5.0,60011.0,Data Scientist,51686.724,24284.983999999997,78666.724
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,169724.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,154789.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,113394.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,62256.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,12770.049999999996,-10627.670000000002,35331.79
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20346.717999999993,-3051.002000000004,42908.458
3.6,Springfield,Company - Private,Insurance Carriers,Insurance,34000,92000,170,10.0,58763.0,Other,20040.589999999997,-3357.130000000001,42602.33
3.0,Hartford,Company - Public,IT Services,Information Technology,54000,71000,40,3.0,120576.0,Other,13030.571999999993,6400.571999999993,19660.571999999993
3.5,Orange,Company - Private,Health Care Services & Hospitals,Health Care,65000,124000,8,5.0,137264.0,Data Engineer,39719.08,16817.339999999997,62139.08
3.6,Highland,Company - Private,Gambling,"Arts, Entertainment & Recreation",35000,62000,35,5.0,57159.0,Data Analyst,3947.340000000004,-7260.380000000001,14477.339999999997
3.5,Marlborough,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109000,200000,11,5.0,976107.3524390244,Data Scientist,85319.08,50739.08,117503.4
4.0,Burleson,Hospital,Health Care Services & Hospitals,Health Care,37000,52000,44,5.0,51618.0,Data Scientist,827.3400000000038,-5500.379999999997,6677.3399999999965
3.7,Lenexa,Company - Public,Stock Exchanges,Finance,61000,113000,48,7.0,58388.0,Data Engineer,33977.34,13697.339999999997,53779.08
2.4,Hoopeston,Company - Private,Food & Beverage Manufacturing,Manufacturing,39000,66000,-1,5.0,976107.3524390244,Data Scientist,7067.3399999999965,-3740.3799999999974,17597.339999999997
3.2,New York,Company - Private,Research & Development,Business Services,43000,86000,18,2.0,8467513.0,Data Engineer,5712.859999999993,-11057.14,22482.859999999993
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,124074.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
2.1,Concord,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74000,149000,-1,2.0,107697.0,Data Scientist,49463.002,20661.261999999995,77963.00200000001
3.7,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113000,196000,240,5.0,117090.0,Data Engineer,85319.08,53779.08,114783.4
2.6,Pittsburgh,College / University,Colleges & Universities,Education,81000,167000,37,5.0,300431.0,Data Scientist,64779.434,31937.693999999996,97459.43400000001
4.4,Chicago,Company - Private,Consulting,Business Services,97000,160000,13,5.0,2696555.0,Data Scientist,65520.814000000006,41580.814000000006,89460.81400000001
3.7,Vail,Hospital,Health Care Services & Hospitals,Health Care,49000,81000,55,3.0,976107.3524390244,Data Scientist,16817.339999999997,4337.340000000004,29297.339999999997
3.5,Scotts Valley,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42000,86000,25,5.0,976107.3524390244,Other,16037.339999999997,-1122.6599999999962,33197.34
3.0,Knoxville,Company - Private,Gas Stations,Retail,69000,127000,63,3.0,192648.0,Data Engineer,45593.424000000006,23151.684,67633.424
4.2,San Francisco,Company - Private,Enterprise Software & Network Solutions,Information Technology,110000,175000,11,5.0,815201.0,Data Scientist,46122.004,21422.004,70426.324
3.9,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,172000,108,5.0,8467513.0,Data Scientist,61304.6,34704.6,87748.91999999998
4.0,Denver,Nonprofit Organization,Insurance Carriers,Insurance,74000,124000,106,5.0,711463.0,Data Engineer,38508.894,19207.153999999995,57508.894
3.3,Milwaukee,Company - Private,Food & Beverage Manufacturing,Manufacturing,40000,68000,57,5.0,569330.0,Data Scientist,10609.832000000002,-487.88799999999173,21529.832000000002
4.4,Natick,Company - Private,Computer Hardware & Software,Information Technology,108000,171000,37,7.0,976107.3524390244,Data Scientist,73919.08,49979.08,97783.4
3.4,Rockville,Company - Private,IT Services,Information Technology,76000,142000,22,5.0,67139.0,Data Engineer,50739.08,25397.339999999997,75819.08
3.3,Chicago,Company - Private,Insurance Carriers,Insurance,202000,306000,109,7.0,2696555.0,Other,153043.984,118825.13399999999,186843.984
2.9,South San Francisco,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,97000,9,5.0,64251.0,Data Scientist,23057.339999999997,4337.340000000004,41619.08
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,60,5.0,67139.0,Data Scientist,29297.339999999997,4337.340000000004,53779.08
3.6,Millville,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43000,70000,86,5.0,976107.3524390244,Other,10187.339999999997,-342.6599999999962,20717.339999999997
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,65000,134000,146,5.0,250320.0,Data Scientist,46886.488,20184.747999999992,73106.488
3.3,Richfield,Company - Private,Insurance Carriers,Insurance,32000,59000,32,2.0,976107.3524390244,Data Analyst,1607.3400000000038,-9900.380000000001,12137.339999999997
4.5,Indianapolis,Company - Private,Consulting,Business Services,87000,158000,25,20.0,976107.3524390244,Data Engineer,64749.148,37727.407999999996,91729.148
3.9,Chicago,Company - Public,Financial Analytics & Research,Finance,107000,173000,53,5.0,2696555.0,Data Scientist,74260.81400000001,49180.814000000006,99105.13399999999
3.2,Hampton,Nonprofit Organization,Federal Agencies,Government,56000,99000,63,5.0,137746.0,Data Engineer,26567.339999999997,9797.339999999997,43139.08
3.3,Cambridge,Company - Private,Construction,"Construction, Repair & Maintenance",52000,58000,45,5.0,117090.0,Other,9017.339999999997,6677.3399999999965,11357.339999999997
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,80000,155000,146,7.0,250320.0,Data Scientist,60566.488,31884.747999999992,89066.488
2.4,San Diego,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43000,98000,15,5.0,1381611.0,Data Scientist,7255.0480000000025,-14194.95199999999,28526.788000000008
4.8,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,45000,78000,10,5.0,815201.0,Other,-15989.736000000004,-28859.735999999997,-3119.7360000000044
2.9,Ithaca,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44000,96000,6,5.0,976107.3524390244,Data Scientist,20066.817999999992,-213.1820000000007,40208.558
2.9,Marietta,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50000,110000,6,5.0,61497.0,Data Scientist,28517.339999999997,5117.340000000004,51499.08
3.4,Quincy,Company - Private,Insurance Carriers,Insurance,61000,119000,33,3.0,101119.0,Data Engineer,41158.862,18557.121999999996,63198.862
2.6,Pittsburgh,College / University,Colleges & Universities,Education,56000,91000,37,15.0,300431.0,Data Scientist,26087.693999999996,12437.693999999996,39699.434
3.8,Fort Lauderdale,Subsidiary or Business Segment,Advertising & Marketing,Business Services,68000,114000,37,5.0,181668.0,Data Scientist,37059.08,19157.339999999997,54539.08
5.0,Washington,Company - Private,Enterprise Software & Network Solutions,Information Technology,150000,160000,-1,5.0,670050.0,Data Scientist,78007.614,74207.614,81807.614
3.6,Boston,Company - Private,Insurance Carriers,Insurance,101000,158000,170,5.0,654776.0,Other,53844.36400000001,32184.36400000001,75504.364
4.0,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125000,210000,172,3.0,8467513.0,Data Scientist,84484.6,52184.6,113588.91999999998
3.8,Green Bay,Company - Public,Banks & Credit Unions,Finance,43000,77000,151,2.0,107015.0,Data Analyst,16208.215999999993,2948.2160000000003,29468.215999999993
3.9,Burbank,Company - Private,Financial Analytics & Research,Finance,139000,221000,12,5.0,105401.0,Data Scientist,103903.4,73539.08,131632.25
3.8,New York,Company - Private,Travel Agencies,Travel & Tourism,44000,86000,19,5.0,8467513.0,Data Analyst,6102.859999999993,-10277.14,22482.859999999993
4.3,Durham,Company - Private,Computer Hardware & Software,Information Technology,78000,147000,31,5.0,285527.0,Data Engineer,53475.612,27033.871999999996,79695.612
1.9,New York,Company - Private,"Department, Clothing, & Shoe Stores",Retail,65000,110000,11,5.0,8467513.0,Data Analyst,23652.859999999993,6102.859999999993,40784.6
3.3,Indianapolis,Company - Private,Insurance Carriers,Insurance,37000,66000,109,5.0,976107.3524390244,Data Engineer,10037.407999999996,-1750.311999999998,21347.407999999996
3.1,Boston,Company - Private,Banks & Credit Unions,Finance,43000,82000,165,9.0,654776.0,Other,2392.6240000000034,-12817.37599999999,17602.624000000003
3.4,Chandler,Company - Public,Health Care Services & Hospitals,Health Care,90000,110000,40,5.0,279458.0,Data Engineer,43899.08,36299.08,51499.08
4.4,Chantilly,Company - Private,IT Services,Information Technology,61000,109000,17,5.0,976107.3524390244,Data Engineer,32417.339999999997,13697.339999999997,50739.08
3.9,Orlando,Company - Private,Computer Hardware & Software,Information Technology,93000,151000,9,5.0,309154.0,Data Scientist,60083.356,38043.356,82123.356
3.9,Chicago,Company - Private,Enterprise Software & Network Solutions,Information Technology,52000,81000,26,5.0,2696555.0,Other,17949.074,6639.0740000000005,29259.074
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,137541.0,Other,25010.471999999994,1042.7520000000004,48562.212
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,137541.0,Other,24206.886,239.16600000000471,47758.626000000004
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,126853.0,Other,25010.471999999994,1042.7520000000004,48562.212
4.7,Columbia,Company - Private,Lending,Finance,40000,101000,19,5.0,126853.0,Other,24206.886,239.16600000000471,47758.626000000004
4.7,Austin,Company - Private,Security Services,Business Services,97000,180000,11,8.0,964177.0,Data Engineer,70633.524,39093.524000000005,101377.844
3.4,Boston,Company - Private,Consulting,Business Services,81000,134000,78,5.0,654776.0,Data Scientist,37124.36400000001,16822.624000000003,57264.36400000001
3.8,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84000,157000,13,6.0,117090.0,Data Scientist,59479.08,31637.339999999997,87219.08
2.7,Rockville,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49000,113000,60,5.0,67139.0,Data Scientist,29297.339999999997,4337.340000000004,53779.08
3.1,Owensboro,Company - Private,Consumer Products Manufacturing,Manufacturing,68000,139000,146,5.0,60011.0,Data Scientist,51686.724,24284.983999999997,78666.724
3.4,Chicago,Company - Public,Transportation Management,Transportation & Logistics,75000,140000,16,3.0,2696555.0,Data Engineer,49560.814000000006,24579.074,74260.81400000001
4.0,San Francisco,Company - Private,Internet,Information Technology,121000,203000,14,3.0,815201.0,Data Engineer,60942.004,29782.004,89466.324
3.5,Redlands,Company - Private,Computer Hardware & Software,Information Technology,52000,85000,52,5.0,73288.0,Data Engineer,19547.339999999997,6677.3399999999965,32417.339999999997
3.4,Westlake,Company - Public,Insurance Carriers,Insurance,81000,140000,43,5.0,976107.3524390244,Data Scientist,51879.08,29297.339999999997,74299.08
3.7,Peoria,Company - Public,Industrial Manufacturing,Manufacturing,63000,99000,96,5.0,194917.0,Data Scientist,34386.71799999999,20346.717999999993,48228.458
3.7,Peoria,Company - Public,Industrial Manufacturing,Manufacturing,63000,99000,96,5.0,111666.0,Data Scientist,34386.71799999999,20346.717999999993,48228.458
4.3,Chicago,Company - Public,Real Estate,Real Estate,110000,150000,28,3.0,2696555.0,Data Scientist,66660.81400000001,51460.814000000006,81860.81400000001
4.6,Cedar Rapids,Company - Private,Lending,Finance,31000,55000,29,3.0,136467.0,Data Analyst,4210.994000000006,-6226.725999999999,13570.993999999999
4.4,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102000,178000,18,3.0,117090.0,Data Scientist,74299.08,45419.08,102543.4
3.0,Philadelphia,Company - Private,Insurance Carriers,Insurance,48000,85000,38,30.0,1576251.0,Data Analyst,16686.295999999995,2256.296000000002,31116.295999999995
4.7,San Francisco,Company - Private,Staffing & Outsourcing,Business Services,66000,123000,15,3.0,815201.0,Data Engineer,9642.004,-12479.736000000004,31302.004
3.2,Omaha,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43000,60000,25,5.0,487300.0,Data Scientist,9004.225999999995,2374.2260000000024,15634.225999999995
2.7,Nashville,Company - Public,Financial Transaction Processing,Finance,20000,35000,21,5.0,976107.3524390244,Data Analyst,-13898.645999999997,-20498.645999999997,-7298.645999999997
3.3,Chicago,Company - Private,Insurance Carriers,Insurance,150000,239000,109,5.0,2696555.0,Other,113725.13399999999,81860.81400000001,143293.984
3.9,San Antonio,Nonprofit Organization,Research & Development,Business Services,52000,91000,74,3.0,1451853.0,Other,24680.757999999994,9470.757999999994,39852.498
3.7,Austin,College / University,Colleges & Universities,Education,82000,129000,-1,5.0,964177.0,Data Scientist,45553.524000000005,27551.784,63413.524000000005
3.1,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,47000,101000,146,2.0,250320.0,Data Scientist,27204.747999999992,6144.748,48026.488
3.7,Huntsville,Company - Public,Aerospace & Defense,Aerospace & Defense,49000,76000,99,2.0,216963.0,Data Engineer,18196.481999999996,7666.482000000004,28726.481999999996
3.7,Huntsville,Company - Public,Aerospace & Defense,Aerospace & Defense,49000,76000,99,2.0,216963.0,Data Engineer,18234.747999999992,7704.748,28764.747999999992
4.3,Durham,Nonprofit Organization,Research & Development,Business Services,43000,88000,63,30.0,285527.0,Data Scientist,17283.871999999996,-266.127999999997,34833.871999999996
3.6,Fort Lee,Company - Private,Advertising & Marketing,Business Services,124000,199000,32,5.0,976107.3524390244,Other,90639.08,62139.08,116823.4
2.1,Blue Bell,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52000,93000,18,5.0,976107.3524390244,Data Analyst,22667.339999999997,6677.3399999999965,38579.08
3.9,San Francisco,Company - Public,Computer Hardware & Software,Information Technology,97000,181000,13,5.0,815201.0,Data Engineer,43462.004,11542.004,74506.324
